from	to	weight
SF3B4	TFIP11	1
SF3B4	LSM4	1
SF3B4	RBM17	1
SF3B4	CDC5L	1
PAPOLA	SF3B4	1
SF3B4	USP39	1
SF3B4	EFTUD2	1
POLR2I	SF3B4	1
SF3B4	CDC40	1
EIF4A3	SF3B4	1
SF3B4	LSM6	1
SF3B4	NHP2L1	1
SF3B4	POLR2F	1
SF3B4	SNRNP200	1
AQR	SF3B4	1
SNRNP27	SF3B4	1
SF3A2	SF3B4	1
SF3B4	SNRPD1	1
SF3B4	HNRNPU	1
SF3B4	XAB2	1
SF3A1	SF3B4	1
PRPF38A	SF3B4	1
SRSF1	SF3B4	1
PABPN1	SF3B4	1
ABCG8	CYP7A1	1
ABCG8	APOA4	1
RPS27A	RPLP2	1
RPS27A	RPS3	1
RPS27A	PSMC2	1
RPS27A	RPL7	1
DDX49	RPS27A	1
PSMD11	RPS27A	1
RPS27A	RPL3	1
RPS27A	RPL27	1
WDR61	RPS27A	1
RPS27A	RPL7A	1
RPS27A	EIF3F	1
RPS27A	RPL31	1
RPS27A	FGF3	1
RPS27A	DDB1	1
RPS27A	RPL24	1
PSMA6	RPS27A	1
PSMC4	RPS27A	1
RPS27A	RPL4	1
RPS27A	RAN	1
RPS27A	RPS15A	1
FGF4	RPS27A	1
RPS27A	COPS6	1
EIF3D	RPS27A	1
RPS27A	RPS13	1
RPS27A	RPL36	1
RPS27A	RPL38	1
RPA1	RPS27A	1
RPS27A	RPL37A	1
RPS27A	NLRP4	1
COPS4	RPS27A	1
RPS27A	PSMA1	1
RPS27A	DTX2	1
RPS27A	EFTUD2	1
RPS27A	HAO1	1
EIF4A3	RPS27A	1
RPS27A	SLC18A3	1
RPS27A	RPL5	1
RPS27A	VCP	1
RPS27A	RPLP0	1
RPS27A	RPL14	1
RPS27A	RPS8	1
RPS27A	RPA2	1
RPS27A	RPL18	1
RPS27A	COPS2	1
RPS27A	XAB2	1
RPS27A	EIF5B	1
RPS27A	RPL37	1
PSMA2	RPS27A	1
RPS27A	RPS19	1
RPS27A	RPS5	1
RPN2	RPS27A	1
PSMA3	RPS27A	1
RPS27A	ETF1	1
PRPF19	RPS27A	1
RPS27A	PSMB2	1
FGF6	RPS27A	1
EIF3G	RPS27A	1
RPS27A	RPL11	1
RPS27A	PSMD1	1
RPS27A	PSMB3	1
RPS27A	EIF3B	1
RPS27A	POLR2D	1
RPS27A	COPS8	1
RPS27A	DNM2	1
PSMD7	RPS27A	1
RPS27A	RPL30	1
RPS27A	RPS24	1
RPL35	RPS27A	1
RPS27A	RPS6	1
RPS27A	TFIP11	1
RPS27A	RPS9	1
RPS27A	HEATR1	1
RPS27A	RPL35A	1
RPS27A	EIF3A	1
POLR2I	RPS27A	1
RPS27A	RPL10A	1
RPS27A	NHP2L1	1
RPS27A	HIST1H2BA	1
RPS27A	PPP2R1A	1
RPS27A	POLR2F	1
RPS27A	ASB17	1
PSMC1	RPS27A	1
AQR	RPS27A	1
RPS27A	NPSR1	1
NEDD8	RPS27A	1
RPS27A	CLTC	1
RPS27A	RPS20	1
RPS27A	HIST1H2AA	1
RPS27A	RPL12	1
RPS27A	EEF2	1
RPS27A	CHMP2A	1
RPL19	RPS27A	1
RPS27A	NACA	1
RPS27A	SHFM1	1
RPS11	RPS27A	1
POLR2D	SF3B5	1
POLR2D	HNRNPM	1
POLR2D	PRPF3	1
POLR2D	SRSF3	1
POLR2D	PRPF8	1
PRPF19	POLR2D	1
SF3B4	POLR2D	1
POLR2D	SF3B3	1
POLR2D	SF3B2	1
TBPL2	POLR2D	1
POLR2D	SUPT5H	1
POLR2D	DDX46	1
WDR61	POLR2D	1
POLR2D	U2AF2	1
YY1	POLR2D	1
POLR2D	NUDT21	1
POLR2D	COPS8	1
POLR2D	DDB1	1
PHF5A	POLR2D	1
POLR2D	ALYREF	1
POLR2D	PRPF31	1
POLR2D	RAN	1
RPS27A	POLR2D	1
POLR2D	COPS6	1
POLR2D	HOXB1	1
POLR2D	TFIP11	1
POLR2D	TCEB3B	1
RPA1	POLR2D	1
POLR2D	LSM4	1
POLR2D	RBM17	1
POLR2D	CDC5L	1
PAPOLA	POLR2D	1
COPS4	POLR2D	1
POLR2D	USP39	1
POLR2D	EFTUD2	1
POLR2I	POLR2D	1
POLR2D	CDC40	1
EIF4A3	POLR2D	1
POLR2D	LSM6	1
POLR2D	NHP2L1	1
POLR2D	HIST1H2BA	1
POLR2D	POLR2F	1
POLR2D	SNRNP200	1
AQR	POLR2D	1
SNRNP27	POLR2D	1
SF3A2	POLR2D	1
POLR2D	RPA2	1
POLR2D	INTS9	1
POLR2D	COPS2	1
POLR2D	SNRPD1	1
POLR2D	HNRNPU	1
POLR2D	XAB2	1
SF3A1	POLR2D	1
PRPF38A	POLR2D	1
SRSF1	POLR2D	1
PABPN1	POLR2D	1
GPR128	HNRNPM	1
FABP2	APOA4	1
RPL37	RPLP2	1
RPN2	RPL37	1
RPL37	RPS3	1
RPL37	ETF1	1
RPL37	RPL7	1
EIF3G	RPL37	1
RPL37	RPL11	1
RPL37	EXOSC10	1
WDR12	RPL37	1
RPL37	RPL3	1
RPL37	RPL27	1
RPL37	RPL7A	1
RPL37	EIF3F	1
RPL37	EIF3B	1
RPL37	RPL31	1
RPL37	RPL24	1
RPL37	RPL4	1
RPL37	RPL30	1
RPL37	RPS24	1
RPS27A	RPL37	1
RPL35	RPL37	1
RPL37	RPS15A	1
RPL37	RPS6	1
EIF3D	RPL37	1
RPL37	RPS13	1
RPL37	RPL36	1
RPL37	RPL38	1
RPL37	RPS9	1
RPL37	RPL37A	1
RPL37	RPL35A	1
RPL37	EIF3A	1
EIF4A3	RPL37	1
RPL37	RPL10A	1
RPL37	NHP2L1	1
RPL37	RPL5	1
RPL37	PPP2R1A	1
RPL37	NPSR1	1
RPL37	RPS20	1
RPL37	RPLP0	1
RPL37	RPL14	1
RPL37	RPL12	1
RPL37	RPS8	1
RPL37	EEF2	1
RPL37	RPL18	1
RPL19	RPL37	1
RPL37	EIF5B	1
RPL37	RPS19	1
RPL37	RPS5	1
RPS11	RPL37	1
IL21	IL9	1
IL9	IL22	1
IL9	IL17A	1
IL9	IL17F	1
IL9	IL13	1
IL9	IL3	1
GABRA6	GABRA1	1
WDR61	HIST1H2BA	1
YY1	HIST1H2BA	1
POLR2D	HIST1H2BA	1
HIST1H2BA	SMC3	1
HIST1H2BA	RAN	1
RPS27A	HIST1H2BA	1
HIST1H2BA	HOXB1	1
RPA1	HIST1H2BA	1
HIST1H2BA	RUVBL1	1
POLR2I	HIST1H2BA	1
HIST1H2BA	POLR2F	1
HIST1H2BA	CHD4	1
HIST1H2BA	SPO11	1
HIST1H2BA	HIST1H2AA	1
HIST1H2BA	RPA2	1
TAAR6	TAAR2	1
TSHB	TAAR6	1
GPR45	TAAR6	1
TAAR6	RXFP2	1
IAPP	TAAR6	1
TAAR6	TAAR8	1
TAAR6	GCG	1
TAAR6	HTR6	1
TAAR6	MC2R	1
TAAR6	NPSR1	1
MC3R	TAAR6	1
TAAR6	MC5R	1
GPR32	TAAR6	1
TAAR5	TAAR6	1
TAAR8	TAAR2	1
TAAR6	TAAR8	1
TSHB	TAAR8	1
GPR45	TAAR8	1
TAAR8	RXFP2	1
IAPP	TAAR8	1
TAAR8	GCG	1
TAAR8	HTR6	1
TAAR8	MC2R	1
TAAR8	NPSR1	1
MC3R	TAAR8	1
TAAR8	MC5R	1
GPR32	TAAR8	1
TAAR5	TAAR8	1
CCT6A	RPS3	1
CCT6A	PSMC2	1
CCT6A	RPL3	1
CCT6A	CCT8	1
CCT6A	RPL7A	1
PSMA6	CCT6A	1
CCT6A	RPL4	1
CCT6A	RAN	1
EIF3D	CCT6A	1
CCT6A	RPS13	1
CCT7	CCT6A	1
CCT6A	CDC5L	1
CCT6A	CCT8L2	1
CCT6A	PSMA1	1
CCT6A	RPLP0	1
CCT6A	RPS8	1
CCT6A	BRIX1	1
TIMM10	CCT6A	1
PSMA2	CCT6A	1
CCT6A	CCT3	1
PSMA3	CCT6A	1
CCT6A	ETF1	1
CCT6A	CCT4	1
CCT6A	EIF3B	1
CCT6A	PFDN2	1
CCT6A	RPS20	1
CCT6A	RPL12	1
CCT6A	EEF2	1
CCT6A	KPNB1	1
DAZL	PRDM14	1
NPFFR1	NMS	1
NPFFR1	TRHR	1
NPFFR1	GPRC6A	1
NPVF	NPFFR1	1
NPFFR1	GCG	1
NPFFR1	GRM5	1
NPFFR1	NPSR1	1
FFAR1	NPFFR1	1
GHSR	NPFFR1	1
NPFFR1	UTS2R	1
NPFFR1	HCRTR2	1
NPFFR1	CCKAR	1
RPS3	CCT3	1
RPS3	RPLP2	1
RPN2	RPS3	1
PSMA3	RPS3	1
RPS3	ETF1	1
RPS3	PSMC2	1
RPS3	RPL7	1
RPS3	ERH	1
EIF3G	RPS3	1
RPS3	RPL11	1
RPS3	CCT4	1
RPS3	PSMD1	1
DDX49	RPS3	1
PSMD11	RPS3	1
RPS3	RPL3	1
RPS3	RPL27	1
WDR61	RPS3	1
RPS3	CCT8	1
RPS3	RPL7A	1
RPS3	EIF3F	1
RPS3	EIF3B	1
RPS3	RPL31	1
RPS3	RPL24	1
RPS3	KARS	1
PSMA6	RPS3	1
PSMC4	RPS3	1
RPS3	RPL4	1
RPS3	RPL30	1
RPS3	RAN	1
RPS3	RPS24	1
RPS27A	RPS3	1
RPL35	RPS3	1
RPS3	RPS15A	1
RPS3	RPS6	1
EIF3D	RPS3	1
RPS3	RPS13	1
RPS3	RPL36	1
RPS3	QARS	1
RPS3	RPL38	1
RPS3	RPS9	1
RPS3	HEATR1	1
CCT7	RPS3	1
RPS3	XPO1	1
CCT6A	RPS3	1
RPS3	RPL37A	1
RPS3	CDC5L	1
RPS3	RPL35A	1
RPS3	PSMA1	1
RPS3	RUVBL1	1
RPS3	EIF3A	1
RPS3	EFTUD2	1
EIF4A3	RPS3	1
RPS3	RPL10A	1
RPS3	NHP2L1	1
RPS3	RPL5	1
RPS3	PPP2R1A	1
RPS3	POLR2F	1
PSMC1	RPS3	1
RPS3	NPSR1	1
RPS3	RPS20	1
RPS3	RPLP0	1
RPS3	RPL14	1
RPS3	RPL12	1
RPS3	RPS8	1
RPS3	EEF2	1
RPS3	RPL18	1
RPL19	RPS3	1
RPS3	NACA	1
RPS3	KPNB1	1
RPS3	EIF5B	1
GAR1	RPS3	1
RPL37	RPS3	1
PSMA2	RPS3	1
RPS3	RPS19	1
RPS3	RPS5	1
RPS11	RPS3	1
SLCO1B1	SLC22A9	1
TKTL2	PGK2	1
TKTL2	PRSS33	1
G6PC	TKTL2	1
ATP6V1G3	INS	1
VSX2	POU4F2	1
ZC3H13	DDX46	1
ZC3H13	RPL31	1
ZC3H13	ALYREF	1
HNRNPU	SF3B5	1
HNRNPU	HNRNPM	1
HNRNPU	PRPF3	1
HNRNPU	SRSF3	1
HNRNPU	PRPF8	1
PRPF19	HNRNPU	1
HNRNPU	ERH	1
SF3B4	HNRNPU	1
HNRNPU	SF3B3	1
HNRNPU	SF3B2	1
HNRNPU	DDX46	1
HNRNPU	U2AF2	1
POLR2D	HNRNPU	1
HNRNPU	NUDT21	1
PHF5A	HNRNPU	1
HNRNPU	ALYREF	1
HNRNPU	PRPF31	1
HNRNPU	TFIP11	1
HNRNPU	LSM4	1
HNRNPU	RBM17	1
HNRNPU	SFPQ	1
HNRNPU	CDC5L	1
PAPOLA	HNRNPU	1
HNRNPU	USP39	1
HNRNPU	EFTUD2	1
POLR2I	HNRNPU	1
HNRNPU	CDC40	1
EIF4A3	HNRNPU	1
HNRNPU	LSM6	1
HNRNPU	NHP2L1	1
HNRNPU	POLR2F	1
HNRNPU	SNRNP200	1
AQR	HNRNPU	1
SNRNP27	HNRNPU	1
SF3A2	HNRNPU	1
HNRNPU	SNRPD1	1
HNRNPU	XAB2	1
SF3A1	HNRNPU	1
GAR1	HNRNPU	1
PRPF38A	HNRNPU	1
SRSF1	HNRNPU	1
PABPN1	HNRNPU	1
FEZF2	NEUROG1	1
FEZF2	OTX2	1
FEZF2	OTP	1
COPS4	ASB17	1
ASB17	COPS8	1
ASB17	COPS2	1
RPS27A	ASB17	1
ASB17	COPS6	1
TGM6	ASB17	1
NEDD8	ASB17	1
OR8A1	RTP2	1
OR8A1	RTP1	1
ASZ1	DDX4	1
PIWIL1	ASZ1	1
DAZL	ASZ1	1
NUP205	SRSF3	1
NUP54	NUP205	1
NUP205	NXF1	1
NUP205	U2AF2	1
NUP205	ALYREF	1
NUP205	RAN	1
NUP205	NUP98	1
NUP205	NUP93	1
NUP205	CDC40	1
EIF4A3	NUP205	1
NUP133	NUP205	1
NUP205	HSPA9	1
NUP205	SNRPD1	1
NUP205	KPNB1	1
SRSF1	NUP205	1
CCT8	CCT3	1
CCT8	RPLP2	1
RPS3	CCT8	1
PSMA3	CCT8	1
CCT8	ETF1	1
CCT8	PSMC2	1
CCT8	RPL7	1
CCT8	RPL11	1
CCT8	CCT4	1
CCT8	PSMD1	1
PSMD11	CCT8	1
CCT8	RPL3	1
CCT8	RPL27	1
CCT8	RPL7A	1
CCT8	EIF3B	1
CCT8	RPL31	1
CCT8	KARS	1
PSMA6	CCT8	1
CCT8	RPL4	1
CCT8	RPL30	1
CCT8	RAN	1
CCT8	RPS24	1
CCT8	DYNC1H1	1
CCT8	RPS13	1
CCT8	RPS9	1
CCT7	CCT8	1
CCT8	PFDN2	1
CCT6A	CCT8	1
CCT8	CDC5L	1
CCT8	RPL35A	1
CCT8	PSMA1	1
CCT8	RUVBL1	1
CCT8	NHP2L1	1
CCT8	RPL5	1
CCT8	HSPA9	1
CCT8	RPS20	1
CCT8	VCP	1
CCT8	RPLP0	1
CCT8	RPL14	1
CCT8	RPL12	1
CCT8	RPS8	1
CCT8	EEF2	1
RPL19	CCT8	1
CCT8	NACA	1
CCT8	KPNB1	1
CCT8	EIF5B	1
PSMA2	CCT8	1
CCT8	RPS19	1
CCT8	RPS5	1
RPS11	CCT8	1
PRG3	FLG2	1
PRG3	KPNB1	1
HTR5A	TAS2R42	1
HTR5A	GPR31	1
HTR5A	PDYN	1
HTR5A	HTR1A	1
HTR5A	TAS2R40	1
SSTR4	HTR5A	1
HTR5A	NMS	1
HTR5A	INSL5	1
MTNR1B	HTR5A	1
HTR5A	TAS2R50	1
HTR5A	RXFP3	1
GRM6	HTR5A	1
CCL1	HTR5A	1
HTR5A	TAS2R39	1
HTR5A	TAS2R1	1
TAS2R7	HTR5A	1
HTR5A	GRM4	1
HTR5A	HRH3	1
GALR3	HTR5A	1
HTR5A	TAS1R2	1
HTR5A	GRM5	1
HTR5A	TAS2R13	1
TAS2R9	HTR5A	1
HTR5A	OPALIN	1
TAS2R16	HTR5A	1
HTR5A	TAS2R41	1
TAS2R8	HTR5A	1
HTR5A	GALR1	1
HTR5A	DRD3	1
HTR5A	TAS2R43	1
HTR5A	TAS2R46	1
HTR5A	TAS2R60	1
EIF5B	RPLP2	1
RPS3	EIF5B	1
EIF5B	RPL7	1
EIF5B	RPL3	1
EIF5B	RPL27	1
CCT8	EIF5B	1
EIF5B	RPL7A	1
EIF5B	EIF3F	1
EIF5B	RPL31	1
EIF5B	RPL24	1
PHF5A	EIF5B	1
EIF5B	RPL4	1
EIF5B	RPS15A	1
EIF3D	EIF5B	1
EIF5B	RPS13	1
EIF5B	RPL36	1
EIF5B	QARS	1
EIF5B	RPL38	1
EIF5B	RPL37A	1
EIF5B	CDC5L	1
EIF4A3	EIF5B	1
EIF5B	RPL5	1
EIF5B	RPLP0	1
EIF5B	RPL14	1
EIF5B	RPS8	1
EIF5B	RPL18	1
RPL37	EIF5B	1
EIF5B	RPS19	1
EIF5B	RPS5	1
EIF5B	ETF1	1
EIF3G	EIF5B	1
EIF5B	RPL11	1
EIF5B	EIF3B	1
EIF5B	RPL30	1
EIF5B	RPS24	1
RPS27A	EIF5B	1
RPL35	EIF5B	1
EIF5B	RPS6	1
EIF5B	RPS9	1
EIF5B	RPL35A	1
EIF5B	EIF3A	1
EIF5B	RPL10A	1
EIF5B	RPS20	1
EIF5B	RPL12	1
EIF5B	EEF2	1
RPL19	EIF5B	1
RPS11	EIF5B	1
HTR6	TAAR2	1
TAAR6	HTR6	1
TSHB	HTR6	1
GPR45	HTR6	1
HTR6	RXFP2	1
IAPP	HTR6	1
TAAR8	HTR6	1
HTR6	GCG	1
HTR6	MC2R	1
HTR6	NPSR1	1
MC3R	HTR6	1
HTR6	MC5R	1
GPR32	HTR6	1
TAAR5	HTR6	1
CELA3A	PNLIP	1
KPNB1	CCT3	1
RPS3	KPNB1	1
PSMA3	KPNB1	1
KPNB1	RPL7	1
KPNB1	RPL11	1
KPNB1	CCT4	1
KPNB1	EXOSC10	1
KPNB1	SF3B3	1
KPNB1	PSMD1	1
NUP54	KPNB1	1
PSMD11	KPNB1	1
KPNB1	RPL3	1
KPNB1	RPL27	1
CCT8	KPNB1	1
KPNB1	NXF1	1
KPNB1	RPL7A	1
KPNB1	EIF3B	1
PSMA6	KPNB1	1
CSE1L	KPNB1	1
KPNB1	RPL4	1
KPNB1	RPL30	1
KPNB1	RAN	1
KPNB1	NUP98	1
KPNB1	RPS9	1
KPNB1	NUP93	1
CCT7	KPNB1	1
KPNB1	XPO1	1
CCT6A	KPNB1	1
PRG3	KPNB1	1
KPNB1	CDC5L	1
KPNB1	RPL35A	1
KPNB1	PSMA1	1
KPNB1	RUVBL1	1
KPNB1	RPL10A	1
NUP133	KPNB1	1
NUP205	KPNB1	1
KPNB1	RPL5	1
KPNB1	RPS20	1
KPNB1	RPLP0	1
KPNB1	RPL14	1
KPNB1	RPL12	1
KPNB1	RPS8	1
KPNB1	EEF2	1
KPNB1	SNRPD1	1
PSMA2	KPNB1	1
OR3A3	RTP2	1
OR3A3	RTP1	1
CYP11B1	CYP11B2	1
CYP11B1	MC2R	1
ADAM2	IZUMO2	1
SDR9C7	RBP3	1
RPE65	SDR9C7	1
TKTL2	PRSS33	1
CCKAR	NMS	1
CCKAR	TRHR	1
CCKAR	GPRC6A	1
CCKAR	GCG	1
CCKAR	GRM5	1
CCKAR	NPSR1	1
NPFFR1	CCKAR	1
FFAR1	CCKAR	1
GHSR	CCKAR	1
CCKAR	UTS2R	1
CCKAR	HCRTR2	1
PDCL2	RPS13	1
PDCL2	RPS19	1
RPS3	CCT3	1
CCT3	PSMC2	1
CCT3	C17orf102	1
CCT3	RPL3	1
CCT3	RPL27	1
CCT8	CCT3	1
CCT3	RPL7A	1
PSMA6	CCT3	1
PSMC4	CCT3	1
CCT3	RPL4	1
CCT3	RAN	1
EIF3D	CCT3	1
CCT3	RPS13	1
CCT7	CCT3	1
CCT6A	CCT3	1
CCT3	CDC5L	1
CCT3	CCT8L2	1
CCT3	PSMA1	1
CCT3	RPLP0	1
CCT3	RPS8	1
PSMA2	CCT3	1
CCT3	RPS5	1
PSMA3	CCT3	1
CCT3	ETF1	1
CCT3	RPL11	1
CCT3	CCT4	1
CCT3	EIF3B	1
CCT3	RPS9	1
CCT3	PFDN2	1
CCT3	HSPA9	1
CCT3	RPS20	1
CCT3	EEF2	1
RPL19	CCT3	1
KPNB1	CCT3	1
RPS11	CCT3	1
CLCA1	RETNLB	1
RETNLB	IL13	1
RHO	GPR52	1
RHO	PRPF31	1
RHO	OPN5	1
CRX	RHO	1
RPE65	RHO	1
RHO	RDH8	1
VSX2	RHO	1
RHO	RBP3	1
NOX3	OTOP1	1
IL9	IL3	1
IL3	IL17A	1
IL3	IL13	1
FGF4	T	1
T	CDX2	1
RPS27A	HIST1H2AA	1
HIST1H2AA	RUVBL1	1
HIST1H2BA	HIST1H2AA	1
HIST1H2AA	CHD4	1
CCT8	HSPA9	1
HSPA9	NUP93	1
CCT7	HSPA9	1
HSPA9	PHB	1
NUP205	HSPA9	1
HSPA9	PGK2	1
TIMM10	HSPA9	1
CCT3	HSPA9	1
PSMA3	HSPA9	1
HSPA9	ETF1	1
HSPA9	CCT4	1
NUP54	HSPA9	1
NUP133	HSPA9	1
HSPA9	EEF2	1
HSPA9	PHB2	1
DEFA6	REG3A	1
DEFA6	DEFA5	1
DEFA6	GUCA2A	1
SLC7A13	SLC22A6	1
SLC7A13	SLC22A25	1
SLC7A13	SLC22A8	1
GPR45	RXFP2	1
RXFP2	INSL5	1
RXFP2	RXFP3	1
IAPP	RXFP2	1
TAAR8	RXFP2	1
RXFP2	GCG	1
MC3R	RXFP2	1
RXFP2	MC5R	1
TAAR5	RXFP2	1
RXFP2	TAAR2	1
RXFP2	INSL6	1
TAAR6	RXFP2	1
TSHB	RXFP2	1
HTR6	RXFP2	1
RXFP2	MC2R	1
RXFP2	NPSR1	1
GPR32	RXFP2	1
COPS2	PSMD1	1
PSMD11	COPS2	1
YY1	COPS2	1
POLR2D	COPS2	1
COPS2	COPS8	1
COPS2	DDB1	1
PSMA6	COPS2	1
PSMC4	COPS2	1
RPS27A	COPS2	1
COPS2	COPS6	1
COPS4	COPS2	1
COPS2	RUVBL1	1
POLR2I	COPS2	1
COPS2	POLR2F	1
ASB17	COPS2	1
PSMC1	COPS2	1
NEDD8	COPS2	1
PSMA2	COPS2	1
OR10A5	RTP2	1
OR10A5	RTP1	1
OR2D2	RTP2	1
OR2D2	RTP1	1
PSMD7	CLEC3A	1
GALR1	TAS2R42	1
GALR1	TAS2R39	1
GALR1	GPR31	1
GALR1	PDYN	1
GALR1	HTR1A	1
GALR1	TAS2R1	1
GALR1	TAS2R40	1
SSTR4	GALR1	1
TAS2R7	GALR1	1
GALR1	NMS	1
GALR1	GRM4	1
GALR1	INSL5	1
MTNR1B	GALR1	1
GALR1	HRH3	1
GALR1	TAS2R50	1
GALR3	GALR1	1
GALR1	RXFP3	1
GRM6	GALR1	1
CCL1	GALR1	1
GALR1	TAS1R2	1
GALR1	TAS2R13	1
TAS2R9	GALR1	1
FFAR1	GALR1	1
TAS2R16	GALR1	1
GALR1	TAS2R41	1
TAS2R8	GALR1	1
GALR1	DRD3	1
HTR5A	GALR1	1
GALR1	TAS2R43	1
GALR1	TAS2R46	1
GALR1	TAS2R60	1
CACNG2	CATSPER4	1
CACNG2	PPP2R1A	1
CACNG2	CACNG5	1
CACNG2	CLRN1	1
CACNG3	CACNG2	1
NUDT21	SF3B5	1
NUDT21	HNRNPM	1
NUDT21	PRPF3	1
NUDT21	SRSF3	1
NUDT21	PRPF8	1
PRPF19	NUDT21	1
NUDT21	ERH	1
SF3B4	NUDT21	1
NUDT21	SF3B3	1
NUDT21	SF3B2	1
NUDT21	DDX46	1
NUDT21	U2AF2	1
POLR2D	NUDT21	1
PHF5A	NUDT21	1
NUDT21	ALYREF	1
NUDT21	PRPF31	1
NUDT21	TFIP11	1
NUDT21	LSM4	1
NUDT21	RBM17	1
NUDT21	SFPQ	1
NUDT21	CDC5L	1
PAPOLA	NUDT21	1
NUDT21	USP39	1
NUDT21	EFTUD2	1
POLR2I	NUDT21	1
NUDT21	CDC40	1
EIF4A3	NUDT21	1
NUDT21	LSM6	1
NUDT21	NHP2L1	1
NUDT21	POLR2F	1
NUDT21	SNRNP200	1
AQR	NUDT21	1
SNRNP27	NUDT21	1
SF3A2	NUDT21	1
NUDT21	SNRPD1	1
HNRNPU	NUDT21	1
NUDT21	XAB2	1
SF3A1	NUDT21	1
PRPF38A	NUDT21	1
SRSF1	NUDT21	1
PABPN1	NUDT21	1
SNRPD1	SF3B5	1
SNRPD1	HNRNPM	1
SNRPD1	PRPF3	1
SNRPD1	SRSF3	1
SNRPD1	PRPF8	1
PRPF19	SNRPD1	1
SNRPD1	ERH	1
SF3B4	SNRPD1	1
SNRPD1	SF3B3	1
NUP54	SNRPD1	1
DDX49	SNRPD1	1
SNRPD1	SF3B2	1
SNRPD1	DDX46	1
SNRPD1	U2AF2	1
POLR2D	SNRPD1	1
NUDT21	SNRPD1	1
PHF5A	SNRPD1	1
SNRPD1	ALYREF	1
SNRPD1	PRPF31	1
SNRPD1	TFIP11	1
SNRPD1	NUP93	1
SNRPD1	LSM4	1
SNRPD1	RBM17	1
SNRPD1	CDC5L	1
PAPOLA	SNRPD1	1
SNRPD1	RUVBL1	1
SNRPD1	USP39	1
SNRPD1	EFTUD2	1
POLR2I	SNRPD1	1
SNRPD1	CDC40	1
EIF4A3	SNRPD1	1
SNRPD1	LSM6	1
NUP133	SNRPD1	1
SNRPD1	NHP2L1	1
NUP205	SNRPD1	1
SNRPD1	POLR2F	1
SNRPD1	SNRNP200	1
AQR	SNRPD1	1
SNRNP27	SNRPD1	1
SF3A2	SNRPD1	1
HNRNPU	SNRPD1	1
SNRPD1	XAB2	1
KPNB1	SNRPD1	1
SF3A1	SNRPD1	1
PRPF38A	SNRPD1	1
SRSF1	SNRPD1	1
SNRPD1	PRPF18	1
PABPN1	SNRPD1	1
RPS27A	NLRP4	1
OR5I1	RTP2	1
OR5I1	RTP1	1
OR5I1	BPIFB3	1
SLCO1B1	CYP7A1	1
CYP7A1	INS	1
ABCG8	CYP7A1	1
CYP7A1	GCG	1
SLC10A2	CYP7A1	1
DDB1	COPS6	1
RPA1	DDB1	1
COPS4	DDB1	1
DDB1	RPA2	1
COPS2	DDB1	1
DDB1	XAB2	1
PRPF19	DDB1	1
YY1	DDB1	1
POLR2D	DDB1	1
DDB1	COPS8	1
RPS27A	DDB1	1
DDB1	RUVBL1	1
POLR2I	DDB1	1
DDB1	POLR2F	1
AQR	DDB1	1
NEDD8	DDB1	1
OR5AU1	RTP2	1
OR5AU1	RTP1	1
FUT9	FUT5	1
HTR5A	INSL5	1
INSL5	TAS2R43	1
INSL5	TAS2R42	1
INSL5	HRH3	1
INSL5	TAS2R39	1
RXFP2	INSL5	1
GALR3	INSL5	1
MTNR1B	INSL5	1
INSL5	TAS1R2	1
TAS2R16	INSL5	1
INSL5	TAS2R41	1
INSL5	TAS2R50	1
TAS2R8	INSL5	1
TAS2R7	INSL5	1
GALR1	INSL5	1
INSL5	RXFP3	1
INSL5	TAS2R13	1
INSL5	TAS2R46	1
INSL5	TAS2R40	1
INSL5	GPR31	1
INSL5	INSL6	1
GRM6	INSL5	1
INSL5	PDYN	1
SSTR4	INSL5	1
CCL1	INSL5	1
INSL5	HTR1A	1
TAS2R9	INSL5	1
INSL5	TAS2R60	1
INSL5	DRD3	1
INSL5	NMS	1
INSL5	GRM4	1
INSL5	TAS2R1	1
DDI1	UBQLN3	1
PSMC4	DDI1	1
FEZF2	OTP	1
OTP	TPH2	1
OTP	FOXB1	1
CCT3	RPS9	1
RPS9	RPLP2	1
RPN2	RPS9	1
RPS3	RPS9	1
PSMA3	RPS9	1
RPS9	ETF1	1
RPS9	RPL7	1
EIF3G	RPS9	1
RPS9	RPL11	1
RPS9	CCT4	1
RPS9	EXOSC10	1
RPS9	PSMD1	1
WDR12	RPS9	1
DDX49	RPS9	1
PSMD11	RPS9	1
RPS9	RPL3	1
RPS9	RPL27	1
CCT8	RPS9	1
RPS9	RPL7A	1
RPS9	EIF3F	1
RPS9	EIF3B	1
RPS9	RPL31	1
RPS9	RPL24	1
PSMA6	RPS9	1
RPS9	RPL4	1
RPS9	RPL30	1
RPS9	RAN	1
RPS9	RPS24	1
RPS27A	RPS9	1
RPL35	RPS9	1
RPS9	RPS15A	1
RPS9	RPS6	1
EIF3D	RPS9	1
RPS9	RPS13	1
RPS9	RPL36	1
RPS9	QARS	1
RPS9	RPL38	1
RPS9	HEATR1	1
CCT7	RPS9	1
RPS9	RPL37A	1
RPS9	RPL35A	1
RPS9	EIF3A	1
RPS9	EFTUD2	1
EIF4A3	RPS9	1
RPS9	RPL10A	1
RPS9	NHP2L1	1
RPS9	RPL5	1
RPS9	PPP2R1A	1
RPS9	POLR2F	1
RPS9	FTSJ3	1
RPS9	NPSR1	1
RPS9	RPS20	1
