sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EPHA4_sg289	EPHA4	9702.2/9553.7	9736.8/9743.9	9628	9740.3	0.016737	5524.3	31179	0.63633	0.73772	0.26228	0.52456	0.99897	True
BCR_sg095	BCR	12407/12448	12643/12467	12428	12555	0.014735	8171.8	40245	0.63599	0.73761	0.26239	0.52479	0.99897	True
BCL11B_sg089	BCL11B	10474/10407	10443/10204	10440	10323	-0.016241	15467	33810	0.63568	0.26249	0.73751	0.52499	0.99897	False
BCL11B_sg085	BCL11B	22296/22678	22157/22478	22487	22317	-0.010939	62117	72822	0.62947	0.26452	0.73548	0.52904	0.99897	False
SULT1E1_sg816	SULT1E1	27634/27578	27465/27370	27606	27418	-0.0098688	3006.9	89398	0.62945	0.26453	0.73547	0.52906	0.99897	False
NonTarg_15	Control	12171/11919	12193/12145	12045	12169	0.014796	16420	39005	0.62875	0.73525	0.26475	0.52951	0.99897	True
BCL11B_sg086	BCL11B	12532/12607	12684/12706	12569	12695	0.014424	1523.4	40703	0.62606	0.73436	0.26564	0.53128	0.99897	True
INSRR_sg492	INSRR	10364/10368	10461/10500	10366	10481	0.015862	374.88	33569	0.62553	0.73419	0.26581	0.53162	0.99897	True
SATB2_sg764	SATB2	24007/24012	24088/24280	24010	24184	0.010424	9227.2	77753	0.62445	0.73383	0.26617	0.53233	0.99897	True
BCL11B_sg090	BCL11B	17504/17410	17670/17540	17457	17605	0.012185	6426.8	56532	0.62278	0.73329	0.26671	0.53343	0.99897	True
GRM1_sg424	GRM1	11140/10972	10858/11019	11056	10939	-0.015427	13519	35804	0.62153	0.26713	0.73287	0.53425	0.99897	False
CDC45_sg140	CDC45	10572/10504	10617/10689	10538	10653	0.015549	2461.8	34127	0.61819	0.73178	0.26822	0.53645	0.99897	True
CYP46A1_sg194	CYP46A1	11428/11604	11533/11739	11516	11636	0.014874	18392	37294	0.61804	0.73173	0.26827	0.53655	0.99897	True
NonTarg_5	Control	14103/13964	13826/13978	14034	13902	-0.013602	10559	45446	0.61778	0.26836	0.73164	0.53672	0.99897	False
SATB2_sg763	SATB2	17924/17908	18184/17945	17916	18065	0.011921	14256	58018	0.61717	0.73144	0.26856	0.53712	0.99897	True
NonTarg_6	Control	10618/10508	10555/10798	10563	10677	0.015368	17785	34208	0.61169	0.72963	0.27037	0.54074	0.99897	True
DUSP3_sg247	DUSP3	9019.4/8873.8	9134.1/8967.2	8946.6	9050.7	0.016683	12267	28972	0.6114	0.72953	0.27047	0.54093	0.99897	True
MNAT1_sg560	MNAT1	18574/18770	18545/18498	18672	18522	-0.011661	10238	60467	0.6113	0.2705	0.7295	0.541	0.99897	False
ATG5_sg062	ATG5	12167/12081	12421/12068	12124	12245	0.01434	32989	39261	0.61128	0.72949	0.27051	0.54102	0.99897	True
GNRHR_sg394	GNRHR	9627.8/9504.3	9509/9836.8	9566.1	9672.9	0.016021	30664	30978	0.607	0.72808	0.27192	0.54385	0.99897	True
NonTarg_54	Control	14474/14416	14493/14660	14445	14576	0.013046	7757.7	46779	0.60675	0.72799	0.27201	0.54402	0.99897	True
CINP_sg185	CINP	10209/10086	10299/10216	10148	10257	0.015482	5519.2	32863	0.60403	0.72709	0.27291	0.54582	0.99897	True
EFHD2_sg258	EFHD2	14417/14046	14409/14314	14232	14362	0.013078	36604	46088	0.60372	0.72699	0.27301	0.54603	0.99897	True
SATB2_sg768	SATB2	16026/16416	15968/16199	16221	16083	-0.012346	51372	52531	0.6031	0.27322	0.72678	0.54644	0.99897	False
NonTarg_8	Control	7621.7/7758	7714.2/7855.2	7689.9	7784.7	0.017683	9612.4	24903	0.60103	0.72609	0.27391	0.54782	0.99897	True
PRDM13_sg674	PRDM13	13510/13336	13463/13633	13423	13548	0.013366	14776	43469	0.59929	0.72551	0.27449	0.54898	0.99897	True
CINP_sg188	CINP	12829/13414	12949/13008	13122	12979	-0.015809	86290	57092	0.59852	0.27475	0.72525	0.54949	0.99897	False
NonTarg_32	Control	8261.3/8097	8170.7/7992.8	8179.2	8081.8	-0.017275	14661	26487	0.59826	0.27483	0.72517	0.54967	0.99897	False
EPN2_sg292	EPN2	7893.7/7917.1	7714.2/7905.5	7905.4	7809.9	-0.017549	9278	25601	0.59743	0.27511	0.72489	0.55022	0.99897	False
FADS1_sg336	FADS1	14801/14867	14851/14557	14834	14704	-0.012712	22700	48038	0.59376	0.27634	0.72366	0.55267	0.99897	False
SEL1L2_sg772	SEL1L2	27929/27936	28181/28040	27932	28111	0.0091893	5015.5	90455	0.59347	0.72357	0.27643	0.55287	0.99897	True
EFHD2_sg251	EFHD2	12941/12887	12995/13076	12914	13035	0.013488	2345.5	41820	0.5932	0.72347	0.27653	0.55305	0.99897	True
MYF6_sg570	MYF6	12909/12847	12707/12808	12878	12757	-0.013588	3552.4	41704	0.5912	0.27719	0.72281	0.55439	0.99897	False
TH_sg847	TH	16694/16312	16583/16695	16503	16639	0.011835	39739	53443	0.58806	0.72175	0.27825	0.55649	0.99897	True
SHANK1_sg783	SHANK1	7897.4/7950.7	7739.4/7920.8	7924.1	7830.1	-0.017212	8930	25661	0.58671	0.2787	0.7213	0.5574	0.99897	False
SALL4_sg754	SALL4	11804/12162	11777/11957	11983	11867	-0.013983	40101	39237	0.58355	0.27976	0.72024	0.55953	0.99897	False
PSMB1_sg694	PSMB1	14207/14538	14268/14226	14372	14247	-0.012657	27786	46543	0.58193	0.28031	0.71969	0.56061	0.99897	False
CDC123_sg127	CDC123	10195/10042	10074/9952.6	10118	10013	-0.015034	9548.2	32767	0.57953	0.28111	0.71889	0.56223	0.99897	False
HSD17B1_sg469	HSD17B1	19768/19664	19862/19863	19716	19862	0.010636	2728.1	63848	0.5774	0.71817	0.28183	0.56367	0.99897	True
TCL1_sg838	TCL1	15985/16128	16056/15795	16056	15925	-0.011819	22226	51997	0.57454	0.2828	0.7172	0.56561	0.99897	False
SHANK1_sg790	SHANK1	18890/19071	18960/18718	18980	18839	-0.010812	22826	61465	0.57164	0.28378	0.71622	0.56756	0.99897	False
DUSP3_sg245	DUSP3	8048.1/7809.4	7830.1/7844.3	7928.8	7837.2	-0.016755	14295	25676	0.57141	0.28386	0.71614	0.56772	0.99897	False
RBFOX3_sg742	RBFOX3	20586/20464	20661/20081	20525	20371	-0.010899	87718	73552	0.56961	0.28447	0.71553	0.56894	0.99897	False
PRDM13_sg671	PRDM13	9620.4/9532	9488.9/9463.2	9576.2	9476	-0.015173	2120.3	31011	0.56897	0.28469	0.71531	0.56938	0.99897	False
NonTarg_59	Control	11616/11302	11405/11295	11459	11350	-0.013835	27705	37109	0.56777	0.2851	0.7149	0.57019	0.99897	False
ARHGAP44_sg050	ARHGAP44	9694.9/9741.5	9721.7/9513.4	9718.2	9617.5	-0.015019	11384	31471	0.56738	0.28523	0.71477	0.57046	0.99897	False
CHST1_sg171	CHST1	14310/14249	14248/14068	14279	14158	-0.012326	9105.2	46242	0.56494	0.28606	0.71394	0.57211	0.99897	False
TRRAP_sg877	TRRAP	15658/15582	15530/15456	15620	15493	-0.011778	2812.5	50584	0.56471	0.28613	0.71387	0.57227	0.99897	False
CYP46A1_sg193	CYP46A1	18801/18714	18614/18623	18757	18618	-0.010739	1891.7	60743	0.56444	0.28623	0.71377	0.57245	0.99897	False
GRIN2A_sg414	GRIN2A	31322/31453	31575/31560	31388	31568	0.0082423	4346.2	1.0164e+05	0.56409	0.71365	0.28635	0.57269	0.99897	True
DECR2_sg205	DECR2	9501.9/9481.6	9556.4/9624.8	9491.7	9590.6	0.014949	1274.5	30738	0.56394	0.7136	0.2864	0.57279	0.99897	True
C2CD2L_sg108	C2CD2L	12760/12698	12576/12654	12729	12615	-0.013004	2469.8	41221	0.56263	0.28684	0.71316	0.57369	0.99897	False
GCKR_sg377	GCKR	18796/19200	18796/18922	18998	18859	-0.0106	44807	61523	0.56072	0.28749	0.71251	0.57499	0.99897	False
VSX1_sg893	VSX1	12543/12598	12650/12716	12570	12683	0.012913	1847.8	40707	0.5602	0.71233	0.28767	0.57534	0.99897	True
DECR2_sg207	DECR2	16478/16327	16503/16560	16403	16532	0.0113	6465.1	53117	0.55965	0.71214	0.28786	0.57572	0.99897	True
SULT1E1_sg817	SULT1E1	25004/25255	25061/24880	25130	24971	-0.009154	23894	81379	0.55719	0.2887	0.7113	0.5774	0.99897	False
NKX3-2_sg583	NKX3-2	10630/10960	10954/10844	10795	10899	0.013806	30214	34959	0.55522	0.71063	0.28937	0.57875	0.99897	True
NLGN1_sg597	NLGN1	15210/15084	15374/15166	15147	15270	0.011664	14761	49052	0.5552	0.71062	0.28938	0.57876	0.99897	True
ATG5_sg064	ATG5	7699.8/7376.6	7527.8/7736.1	7538.2	7632	0.017835	36979	28601	0.55452	0.71039	0.28961	0.57922	0.99897	True
HDGFL1_sg450	HDGFL1	11921/11885	11820/11769	11903	11794	-0.013249	971.02	38547	0.55428	0.28969	0.71031	0.57939	0.99897	False
NonTarg_58	Control	11814/12001	11943/11654	11907	11799	-0.013237	29494	38560	0.55385	0.28984	0.71016	0.57968	0.99897	False
CDHR5_sg150	CDHR5	14461/14809	14575/14454	14635	14515	-0.011919	34080	47393	0.55312	0.29009	0.70991	0.58018	0.99897	False
SNX1_sg810	SNX1	21261/21331	21219/21083	21296	21151	-0.0098632	5881.9	68964	0.55254	0.29029	0.70971	0.58058	0.99897	False
MYF6_sg566	MYF6	8523.2/8661.3	8696.8/8671.2	8592.3	8684	0.015318	4931.9	27825	0.54991	0.70881	0.29119	0.58238	0.99897	True
NonTarg_69	Control	14801/14453	14604/14411	14627	14507	-0.011812	39627	47366	0.54802	0.29184	0.70816	0.58368	0.99897	False
NonTarg_52	Control	15222/15565	15398/15633	15394	15516	0.011356	43199	49851	0.54488	0.70708	0.29292	0.58584	0.99897	True
F11_sg330	F11	14393/14348	14109/14400	14371	14254	-0.011713	21576	46538	0.53867	0.29506	0.70494	0.59011	0.99897	False
CHD8_sg170	CHD8	8979/9027	9085.8/9103.8	9003	9094.8	0.014631	656.49	29155	0.53752	0.70455	0.29545	0.59091	0.99897	True
CDC123_sg129	CDC123	8849.4/8791.8	8849/8972.7	8820.6	8910.8	0.01468	4659.6	28564	0.53382	0.70327	0.29673	0.59347	0.99897	True
POLR1B_sg639	POLR1B	19976/20216	20359/20105	20096	20232	0.0097298	30609	65079	0.5331	0.70302	0.29698	0.59396	0.99897	True
ACSM3_sg003	ACSM3	17103/17366	17348/17373	17235	17361	0.010496	17409	55813	0.5327	0.70288	0.29712	0.59424	0.99897	True
PRPH2_sg685	PRPH2	12936/12779	12850/13082	12857	12966	0.012143	19714	41637	0.53262	0.70285	0.29715	0.5943	0.99897	True
SLC22A16_sg794	SLC22A16	15799/15414	15225/15718	15607	15471	-0.012566	97885	66322	0.52557	0.29959	0.70041	0.59918	0.99897	False
GRM6_sg436	GRM6	14563/14572	14563/14799	14567	14681	0.011218	14013	47175	0.5236	0.69972	0.30028	0.60055	0.99897	True
MYO15_sg578	MYO15	17140/17322	17528/17181	17231	17354	0.010283	38312	55800	0.52182	0.6991	0.3009	0.60179	0.99897	True
GCKR_sg375	GCKR	11086/11212	11326/11171	11149	11248	0.012771	10005	36105	0.52177	0.69908	0.30092	0.60183	0.99897	True
ULBP1_sg881	ULBP1	14880/14965	15043/15031	14922	15037	0.011043	1841.3	48323	0.52162	0.69903	0.30097	0.60193	0.99897	True
PSMD4_sg734	PSMD4	14704/15125	15103/14956	14914	15029	0.011073	49670	48755	0.52045	0.69863	0.30137	0.60275	0.99897	True
CDC45_sg132	CDC45	14365/14276	14287/14131	14320	14209	-0.011283	8061.4	46375	0.51809	0.3022	0.6978	0.60439	0.99897	False
ULBP1_sg882	ULBP1	14096/14386	14228/14476	14241	14352	0.011209	36483	46118	0.51726	0.69751	0.30249	0.60498	0.99897	True
DUSP14_sg239	DUSP14	8224.6/8366.8	8394.5/8366.4	8295.7	8380.5	0.014665	5255.5	26864	0.51717	0.69748	0.30252	0.60504	0.99897	True
NRXN1_sg603	NRXN1	13962/13502	13746/13480	13732	13613	-0.012562	70463	53133	0.51648	0.30276	0.69724	0.60552	0.99897	False
CERS5_sg157	CERS5	14780/14920	14783/14692	14850	14737	-0.010999	6920.4	48090	0.51433	0.30351	0.69649	0.60702	0.99897	False
DPEP1_sg226	DPEP1	14687/14526	14711/14725	14606	14718	0.011005	6512.5	47300	0.51428	0.69647	0.30353	0.60705	0.99897	True
BCR_sg100	BCR	9953.1/9833.4	9866.8/9736.3	9893.3	9801.5	-0.013439	7838	32038	0.51255	0.30413	0.69587	0.60827	0.99897	False
LAMP1_sg520	LAMP1	15174/15261	15355/15307	15217	15331	0.010746	2478.4	49279	0.51253	0.69586	0.30414	0.60828	0.99897	True
GCKR_sg371	GCKR	9977.9/9929.3	9986.7/9737.4	9953.6	9862	-0.013333	16133	32233	0.51005	0.30501	0.69499	0.61002	0.99897	False
CDHR5_sg142	CDHR5	14279/13772	14104/14180	14026	14142	0.011938	65885	52242	0.50993	0.69495	0.30505	0.6101	0.99897	True
PPY_sg668	PPY	19511/19550	19656/19662	19531	19659	0.0094305	391.79	63247	0.50933	0.69474	0.30526	0.61052	0.99897	True
NonTarg_1	Control	8327.5/8272.9	8422.7/8344.6	8300.2	8383.6	0.014428	2268.6	26879	0.5089	0.69459	0.30541	0.61082	0.99897	True
EFNA2_sg264	EFNA2	11094/11005	10997/10909	11049	10953	-0.012591	3955.1	35782	0.50762	0.30586	0.69414	0.61172	0.99897	False
NKX3-2_sg587	NKX3-2	13050/13037	12971/12908	13044	12940	-0.011563	1003.4	42240	0.50669	0.30619	0.69381	0.61237	0.99897	False
ENTPD4_sg277	ENTPD4	9867.6/9696.1	9656.2/9727.5	9781.8	9691.8	-0.013334	8633.2	31677	0.50569	0.30654	0.69346	0.61308	0.99897	False
NonTarg_88	Control	13496/13388	13571/13522	13442	13547	0.01121	3476.2	43530	0.50259	0.69237	0.30763	0.61525	0.99897	True
DUSP14_sg238	DUSP14	13578/13646	13470/13543	13612	13507	-0.011221	2474.4	44082	0.50236	0.30771	0.69229	0.61541	0.99897	False
DKK4_sg211	DKK4	11807/11918	11856/12065	11862	11961	0.011924	14022	38414	0.50235	0.69229	0.30771	0.61542	0.99897	True
ESPL1_sg305	ESPL1	13420/13463	13564/13529	13442	13547	0.011196	774.65	43530	0.50198	0.69216	0.30784	0.61568	0.99897	True
NonTarg_4	Control	8802.6/8778.9	8823.8/8926.8	8790.8	8875.3	0.013807	2795.1	28468	0.50106	0.69184	0.30816	0.61633	0.99897	True
MYF6_sg569	MYF6	9182.1/8923.2	9412.3/8908.3	9052.7	9160.3	0.017046	80267	46299	0.5001	0.6915	0.3085	0.617	0.99897	True
GNRHR_sg393	GNRHR	11783/11501	11744/11733	11642	11739	0.011965	19919	37700	0.49939	0.69125	0.30875	0.61751	0.99897	True
NLGN1_sg596	NLGN1	18053/18338	18161/17987	18195	18074	-0.0096217	27915	58923	0.49828	0.30914	0.69086	0.61829	0.99897	False
GNAI3_sg381	GNAI3	15435/15657	15759/15556	15546	15658	0.01033	22672	50344	0.4979	0.69072	0.30928	0.61855	0.99897	True
TMPRSS11E_sg870	TMPRSS11E	12016/11784	11705/11900	11900	11803	-0.011886	22977	38537	0.49741	0.30945	0.69055	0.6189	0.99897	False
MCOLN3_sg535	MCOLN3	11972/11871	11850/11799	11922	11824	-0.011824	3196.7	38607	0.49527	0.3102	0.6898	0.62041	0.99897	False
SEL1L2_sg773	SEL1L2	12745/12547	12755/12737	12646	12746	0.011354	9841.4	40953	0.49377	0.68927	0.31073	0.62147	0.99897	True
IL17F_sg488	IL17F	7961.7/7920.1	7782.8/7941.5	7940.9	7862.1	-0.014384	6732.8	25716	0.49131	0.3116	0.6884	0.62321	0.99897	False
NonTarg_80	Control	10032/10245	10329/10125	10138	10227	0.012594	21704	32832	0.49062	0.68815	0.31185	0.62369	0.99897	True
MCM6_sg523	MCM6	14553/14299	14465/14599	14426	14532	0.010549	20626	46718	0.48984	0.68788	0.31212	0.62425	0.99897	True
DUSP14_sg237	DUSP14	16338/16305	16093/16325	16321	16209	-0.0099616	13829	52854	0.48853	0.31259	0.68741	0.62517	0.99897	False
SEL1L2_sg774	SEL1L2	14550/14720	14455/14603	14635	14529	-0.010505	12754	47394	0.48778	0.31285	0.68715	0.6257	0.99897	False
CERS5_sg151	CERS5	16422/16465	16624/16487	16443	16555	0.0098099	5130.7	53249	0.48621	0.68659	0.31341	0.62682	0.99897	True
SUMO1_sg830	SUMO1	30186/30529	30132/30278	30358	30205	-0.0072625	34670	98310	0.48619	0.31342	0.68658	0.62683	0.99897	False
DUSP3_sg250	DUSP3	10427/10359	10419/10546	10393	10482	0.012318	5171.6	33657	0.48583	0.68646	0.31354	0.62709	0.99897	True
FMO3_sg353	FMO3	13256/13051	13036/13484	13154	13260	0.011645	60646	48613	0.48354	0.68564	0.31436	0.62871	0.99897	True
ESPL1_sg310	ESPL1	13335/13238	13268/13105	13286	13187	-0.010891	8963.1	43026	0.48176	0.31499	0.68501	0.62998	0.99897	False
DUSP3_sg242	DUSP3	9668.2/9492.5	9654.1/9676.2	9580.3	9665.2	0.012715	7843.7	31025	0.48154	0.68493	0.31507	0.63013	0.99897	True
TIAM1_sg852	TIAM1	18379/18432	17993/18568	18406	18281	-0.009837	83338	67515	0.48137	0.31513	0.68487	0.63025	0.99897	False
FEZF2_sg347	FEZF2	8169.4/8065.4	8142.5/8247.4	8117.4	8195	0.013715	5453.6	26287	0.47829	0.68378	0.31622	0.63245	0.99897	True
HSD17B1_sg467	HSD17B1	9739/9749.4	9819.4/9837.9	9744.2	9828.6	0.012445	112.34	31555	0.4753	0.68271	0.31729	0.63457	0.99897	True
ORC3_sg616	ORC3	11649/11930	11611/11782	11790	11697	-0.0114	26934	38179	0.47495	0.31741	0.68259	0.63482	0.99897	False
INSRR_sg500	INSRR	12692/12876	12779/12597	12784	12688	-0.010902	16731	41401	0.47306	0.31808	0.68192	0.63617	0.99897	False
HDGFL1_sg447	HDGFL1	12923/12995	12798/12928	12959	12863	-0.010705	5506.7	41966	0.46771	0.32	0.68	0.63999	0.99897	False
MCOLN3_sg534	MCOLN3	12942/12641	12862/12912	12792	12887	0.010673	23318	41424	0.46672	0.67965	0.32035	0.6407	0.99897	True
DECR2_sg209	DECR2	12925/12838	13014/12548	12881	12781	-0.011289	56170	46533	0.46546	0.3208	0.6792	0.6416	0.99897	False
ARHGEF4_sg052	ARHGEF4	10538/10427	10599/10185	10483	10392	-0.012523	45969	37955	0.4651	0.32093	0.67907	0.64186	0.99897	False
HDGFL1_sg444	HDGFL1	12352/12498	12375/12662	12425	12518	0.010778	25817	40237	0.46452	0.67886	0.32114	0.64227	0.99897	True
ETV2_sg315	ETV2	17166/17081	17276/17189	17123	17233	0.0091853	3679.3	55451	0.46447	0.67884	0.32116	0.64231	0.99897	True
HOXC8_sg455	HOXC8	16266/16553	16120/16485	16410	16302	-0.0094515	53851	53377	0.46382	0.32139	0.67861	0.64278	0.99897	False
CDC45_sg139	CDC45	14590/14610	14422/14577	14600	14499	-0.0099944	6087.2	47280	0.46357	0.32148	0.67852	0.64295	0.99897	False
NLGN1_sg599	NLGN1	26657/26702	26676/26412	26680	26544	-0.0073458	17882	86398	0.461	0.3224	0.6776	0.6448	0.99897	False
POLR2C_sg641	POLR2C	13828/13796	13638/13792	13812	13715	-0.010207	6220.4	44730	0.46048	0.32259	0.67741	0.64517	0.99897	False
NonTarg_16	Control	11846/11783	11703/12109	11815	11906	0.011088	42198	39573	0.45827	0.67662	0.32338	0.64676	0.99897	True
NonTarg_19	Control	12514/12357	12314/12751	12435	12532	0.011212	54097	44879	0.458	0.67652	0.32348	0.64695	0.99897	True
HDGFL1_sg448	HDGFL1	17250/17336	17075/17294	17293	17185	-0.0090595	13905	56001	0.45747	0.32367	0.67633	0.64733	0.99897	False
INSRR_sg497	INSRR	9809.7/10218	9908.1/9947.1	10014	9927.6	-0.012473	42023	35627	0.45676	0.32392	0.67608	0.64785	0.99897	False
EFNA2_sg263	EFNA2	9456.9/9362	9502/9476.3	9409.4	9489.1	0.012165	2414	30471	0.4565	0.67599	0.32401	0.64803	0.99897	True
ETV2_sg320	ETV2	14812/14721	14953/14780	14767	14866	0.0097131	9519.9	47819	0.45619	0.67587	0.32413	0.64825	0.99897	True
TIAM1_sg859	TIAM1	18203/18220	18313/18332	18212	18322	0.0087402	163.84	58976	0.45572	0.67571	0.32429	0.64859	0.99897	True
HOXC8_sg458	HOXC8	12222/12050	12134/12319	12136	12226	0.010699	15885	39301	0.45572	0.6757	0.3243	0.64859	0.99897	True
DUSP14_sg231	DUSP14	8648.2/8429.1	8705.9/8522.6	8538.6	8614.3	0.012719	20395	27651	0.45475	0.67535	0.32465	0.64929	0.99897	True
GNRHR_sg399	GNRHR	11680/11918	12150/11652	11799	11901	0.012483	76161	50859	0.45467	0.67533	0.32467	0.64934	0.99897	True
PHOX2B_sg624	PHOX2B	10457/10132	10349/10405	10294	10377	0.011564	27137	33337	0.45379	0.67501	0.32499	0.64998	0.99897	True
CHD8_sg165	CHD8	14390/14484	14462/14608	14437	14535	0.0097709	7574.7	46752	0.45377	0.675	0.325	0.64999	0.99897	True
SUMO1_sg825	SUMO1	16048/16069	15820/16091	16059	15956	-0.0093231	18345	52005	0.45363	0.32505	0.67495	0.65009	0.99897	False
GRIA1_sg408	GRIA1	18251/18417	18442/18447	18334	18444	0.0086522	6854.8	59372	0.45263	0.67459	0.32541	0.65081	0.99897	True
SLC22A16_sg799	SLC22A16	18013/18354	17988/18161	18184	18074	-0.0087068	36549	58886	0.4509	0.32603	0.67397	0.65206	0.99897	False
NonTarg_84	Control	11431/11369	11504/11469	11400	11487	0.010913	1263.3	36917	0.45053	0.67384	0.32616	0.65233	0.99897	True
PSMC1_sg710	PSMC1	20222/20013	20334/20130	20118	20232	0.0081959	21384	65148	0.44906	0.6733	0.3267	0.65339	0.99897	True
NonTarg_76	Control	9232.6/9186.1	9155.3/9418.4	9209.4	9286.8	0.012085	17844	29823	0.44864	0.67315	0.32685	0.65369	0.99897	True
ARHGAP44_sg048	ARHGAP44	10338/10444	10359/10260	10391	10309	-0.011447	5264.1	33650	0.44772	0.32718	0.67282	0.65436	0.99897	False
CAV2_sg112	CAV2	18282/18221	18313/18407	18252	18360	0.0085387	3191.8	59106	0.44567	0.67208	0.32792	0.65583	0.99897	True
DUSP14_sg240	DUSP14	13497/13476	13389/13398	13486	13393	-0.0099871	123.59	43674	0.44522	0.32808	0.67192	0.65616	0.99897	False
B4GALT6_sg074	B4GALT6	12239/12504	12227/12338	12372	12283	-0.010416	20571	40064	0.44469	0.32827	0.67173	0.65654	0.99897	False
PRPH2_sg687	PRPH2	9228/9157.4	9168.4/9370.3	9192.7	9269.4	0.011974	11439	29769	0.44409	0.67151	0.32849	0.65698	0.99897	True
NonTarg_34	Control	7373.6/7289.6	7257.7/7268.6	7331.6	7263.2	-0.013526	1794.9	23742	0.44408	0.32849	0.67151	0.65698	0.99897	False
HDGFL1_sg443	HDGFL1	14489/14256	14478/14456	14373	14467	0.0094822	13692	46543	0.43934	0.66979	0.33021	0.66042	0.99897	True
CDHR5_sg149	CDHR5	16573/16250	16272/16349	16412	16311	-0.0089104	27554	53147	0.43835	0.33056	0.66944	0.66113	0.99897	False
CDC45_sg134	CDC45	9886/9857.1	9916.2/9983.1	9871.6	9949.6	0.011363	1330.2	31968	0.43663	0.66881	0.33119	0.66238	0.99897	True
TMPRSS11E_sg861	TMPRSS11E	12984/13432	13308/13293	13208	13301	0.010104	50232	45259	0.43637	0.66872	0.33128	0.66257	0.99897	True
ETV2_sg313	ETV2	9624.1/9855.2	9821.4/9812.7	9739.6	9817.1	0.011424	13366	31541	0.43603	0.66859	0.33141	0.66282	0.99897	True
ACSM3_sg001	ACSM3	9268.5/9169.3	8987/9300.4	9218.9	9143.7	-0.011812	27013	29854	0.43509	0.33175	0.66825	0.6635	0.99897	False
ENTPD4_sg271	ENTPD4	14380/14299	14198/14294	14340	14246	-0.0094614	3891	46437	0.43501	0.33178	0.66822	0.66356	0.99897	False
FOXN1_sg367	FOXN1	24688/24252	24435/24261	24470	24348	-0.0072328	54997	79244	0.43473	0.33188	0.66812	0.66376	0.99897	False
DPEP1_sg227	DPEP1	12501/12711	12800/12587	12606	12694	0.0099786	22361	40824	0.43307	0.66752	0.33248	0.66496	0.99897	True
MDFI_sg550	MDFI	8616.9/8970.7	8714.9/9041.5	8793.8	8878.2	0.013783	57943	38299	0.43138	0.6669	0.3331	0.66619	0.99897	True
MYO15_sg574	MYO15	14954/14736	14824/15055	14845	14939	0.009132	25206	48074	0.42996	0.66639	0.33361	0.66723	0.99897	True
FADS1_sg337	FADS1	15374/15714	15551/15728	15544	15640	0.0088664	36646	50337	0.42712	0.66536	0.33464	0.66929	0.99897	True
TMPRSS11E_sg864	TMPRSS11E	15547/15327	15574/15491	15437	15532	0.0088711	13747	49991	0.42588	0.6649	0.3351	0.6702	0.99897	True
NLGN1_sg593	NLGN1	8519.5/8442.9	8810.7/8319.5	8481.2	8565.1	0.01419	61786	38906	0.42505	0.6646	0.3354	0.6708	0.99897	True
BCR_sg098	BCR	9084.7/8916.3	8815.7/9040.4	9000.5	8928.1	-0.011656	19715	29147	0.42425	0.33569	0.66431	0.67138	0.99897	False
DPEP1_sg224	DPEP1	10005/10233	10139/10251	10119	10195	0.010822	16143	32768	0.42091	0.66309	0.33691	0.67382	0.99897	True
SNX1_sg801	SNX1	18564/18483	18308/18533	18523	18420	-0.0080367	14342	59985	0.42016	0.33719	0.66281	0.67437	0.99897	False
GRIN2A_sg412	GRIN2A	10491/10595	10560/10371	10543	10466	-0.010646	11687	34142	0.41954	0.33741	0.66259	0.67482	0.99897	False
RBFOX3_sg748	RBFOX3	11424/11575	11587/11574	11500	11580	0.010094	5704	37240	0.41845	0.66219	0.33781	0.67562	0.99897	True
NRXN1_sg609	NRXN1	25053/25520	25400/25412	25287	25406	0.0067769	54617	81888	0.41608	0.66132	0.33868	0.67735	0.99897	True
GNRHR_sg395	GNRHR	19249/19617	19162/19497	19433	19329	-0.007736	61868	62932	0.41429	0.33933	0.66067	0.67866	0.99897	False
SNX1_sg804	SNX1	23066/23136	22844/23132	23101	22988	-0.007067	21868	74810	0.41273	0.3399	0.6601	0.6798	0.99897	False
CHST1_sg173	CHST1	7617.1/7404.2	7578.2/7310.1	7510.7	7444.2	-0.012833	29299	25981	0.4127	0.33991	0.66009	0.67983	0.99897	False
ORC3_sg619	ORC3	11708/11871	11781/11959	11790	11870	0.0098261	14541	38180	0.4124	0.65998	0.34002	0.68005	0.99897	True
MYO15_sg572	MYO15	15682/15146	15366/15264	15414	15315	-0.0093232	74271	58035	0.41218	0.3401	0.6599	0.6802	0.99897	False
GRIN2A_sg419	GRIN2A	24052/24361	24197/24447	24207	24322	0.0068468	39498	78391	0.41131	0.65958	0.34042	0.68085	0.99897	True
CHST1_sg180	CHST1	10682/10779	10666/10642	10731	10654	-0.01034	2516.4	34749	0.41115	0.34048	0.65952	0.68097	0.99897	False
MYF6_sg568	MYF6	20806/20846	20629/20810	20826	20720	-0.0073858	8515.7	67442	0.40952	0.34108	0.65892	0.68216	0.99897	False
NKX3-2_sg590	NKX3-2	10501/10542	10583/10309	10521	10446	-0.01038	19278	34072	0.40867	0.34139	0.65861	0.68278	0.99897	False
PPY_sg664	PPY	17632/17583	17740/17279	17607	17510	-0.0080134	53777	57019	0.40845	0.34147	0.65853	0.68294	0.99897	False
IFNG_sg476	IFNG	14185/14027	14089/14297	14106	14193	0.0088978	17035	45680	0.40833	0.65848	0.34152	0.68303	0.99897	True
